ID,00:08:30:B7:05:62,00:08:30:D7:B8:10,00:08:30:D7:B8:12,00:08:30:E5:30:F4,00:08:30:E5:3E:04,00:08:30:E5:53:40,00:08:30:E5:53:41,00:08:30:E5:53:42,00:08:30:E5:53:43,00:08:30:E5:53:44,00:08:30:E5:7F:E1,00:08:30:E5:7F:E2,00:08:30:E5:7F:E3,00:08:30:E5:7F:E4,00:08:30:E5:9A:23,0C:4B:54:C4:06:9B,3E:2E:F9:D7:B0:9A,44:C3:46:19:93:51,48:7D:2E:20:78:99,5C:83:8F:8F:FD:F0,5C:83:8F:8F:FD:F1,5C:83:8F:8F:FD:F2,5C:83:8F:8F:FD:F4,68:BC:0C:07:24:D0,68:BC:0C:07:24:D1,68:BC:0C:07:24:D2,68:BC:0C:07:24:D3,68:BC:0C:07:24:D4,68:BC:0C:0A:C0:C1,68:BC:0C:0A:D4:E0,68:BC:0C:0A:D4:E1,68:BC:0C:0A:D4:E2,68:BC:0C:0A:D4:E3,68:BC:0C:0A:D4:E4,68:BC:0C:0A:DD:A0,68:BC:0C:0A:DD:A2,68:BC:0C:0A:DD:A3,68:BC:0C:0A:DD:A4,9C:D3:6D:A3:B4:32,DC:EE:06:91:61:D1,E0:B9:4D:36:55:53,EE:D0:9F:57:41:D1,00:08:30:E5:30:F1,00:08:30:E5:3E:00,00:08:30:E5:3E:02,00:08:30:E5:3E:03,00:08:30:E5:7F:E0,60:C5:A8:E1:3D:29,78:54:2E:F0:39:58,DC:FE:18:C6:C4:59,EC:26:CA:38:DB:DC,00:08:30:D7:AD:43,00:08:30:D7:B8:13,00:08:30:D7:B8:14,00:08:30:D7:C3:54,00:08:30:D7:E9:50,00:08:30:E5:30:F3,0C:4B:54:B5:ED:FA,68:BC:0C:07:03:90,68:BC:0C:07:03:91,68:BC:0C:07:03:93,68:BC:0C:07:03:94,00:08:30:D7:99:71,00:08:30:D7:99:72,00:08:30:D7:99:74,00:08:30:D7:B8:11,00:08:30:D7:DB:23,44:C3:46:19:93:89,5C:83:8F:8F:FD:F3,68:BC:0C:07:22:E0,68:BC:0C:07:22:E3,6C:B0:CE:42:51:7C,00:08:30:D7:99:70,00:08:30:D7:C3:50,A8:15:4D:3B:D9:8C,FA:34:41:E1:17:F7,00:08:30:D7:AD:42,00:08:30:D7:B8:42,00:08:30:D7:DB:20,14:75:90:4A:B6:8A,00:08:30:D7:E9:51,00:08:30:D7:E9:52,00:08:30:D7:62:F1,00:08:30:D7:99:73,00:08:30:D7:AD:44,00:08:30:D7:B8:40,00:08:30:E5:0B:A1,00:08:30:E5:3E:01,00:08:30:D7:65:10,00:08:30:D7:65:11,00:08:30:D7:65:12,00:08:30:D7:65:13,00:08:30:D7:AD:40,00:08:30:D7:AD:41,00:08:30:E5:0B:A2,00:08:30:E5:9A:24,00:08:30:B7:05:60,00:08:30:B7:05:64,00:08:30:D7:DB:21,00:08:30:D7:DB:22,00:08:30:D7:DB:24,00:08:30:E5:3D:D1,00:08:30:E5:3D:D4,00:08:30:B7:05:61,00:08:30:B7:05:63,00:08:30:E5:0B:A0,00:08:30:E5:0B:A3,68:BC:0C:0A:C0:C0,68:BC:0C:0A:C0:C2,00:08:30:D7:62:F0,00:08:30:D7:62:F3,00:08:30:D7:62:F4,00:08:30:D7:65:14,00:08:30:E5:0B:A4,68:BC:0C:0A:C0:C4,68:BC:0C:0A:E6:90,68:BC:0C:0A:E6:94,68:BC:0C:07:22:E1,68:BC:0C:0A:B0:73,68:BC:0C:0A:B0:74,68:BC:0C:0A:E6:93,00:08:30:D7:62:F2,00:08:30:D7:B8:43,00:08:30:D7:E9:53,00:08:30:E5:02:B1,00:08:30:E5:02:B3,68:BC:0C:07:22:E2,68:BC:0C:0A:E6:92,5C:83:8F:3C:6E:52,68:BC:0C:0A:B0:71,68:BC:0C:0A:E6:91,00:08:30:B7:00:A2,00:08:30:E5:02:B2,68:BC:0C:07:22:E4,00:08:30:B7:00:A4,00:08:30:D7:B8:41,00:08:30:D7:B8:44,00:08:30:E5:30:F0,5C:83:8F:3C:6E:53,5C:83:8F:3C:6E:54,00:08:30:D7:5F:B1,00:08:30:D7:E9:54,00:08:30:E5:3D:83,00:08:30:E5:3D:84,00:08:30:B7:00:A1,00:08:30:B7:00:A3,00:08:30:D7:C3:51,5C:83:8F:3C:6E:50,5C:83:8F:3C:6E:51,68:BC:0C:07:17:A4,E2:CC:F8:06:03:45,00:08:30:B7:00:A0,00:08:30:E5:3B:61,00:08:30:E5:4B:90,00:08:30:E5:4B:93,00:08:30:E5:4B:92,00:08:30:E5:4B:94,68:BC:0C:0A:C0:C3,00:08:30:D7:C3:53,00:08:30:D7:C3:52,68:BC:0C:07:17:A0,68:BC:0C:07:17:A1,68:BC:0C:07:32:30,34:23:87:9A:E9:D9,68:BC:0C:07:17:A3,68:BC:0C:07:32:34,68:BC:0C:0A:D7:00,68:BC:0C:0A:D7:03,68:BC:0C:0A:D7:02,C0:61:18:3F:80:20,FA:34:41:E1:1A:8B,00:08:30:E5:4B:91,68:BC:0C:0A:D7:01,6E:B0:CE:42:51:7D,00:08:30:D7:B0:B2,00:08:30:D7:BF:D0,00:08:30:E5:3B:60,00:08:30:E5:3B:64,68:BC:0C:07:32:32,00:08:30:E5:3B:62,00:08:30:E5:3B:63,68:BC:0C:0A:D7:04,9E:DA:3E:9D:BA:9D,38:22:D6:A7:DA:D0,00:08:30:D7:BF:D2,00:08:30:D7:BF:D3,00:08:30:D7:BF:D4,00:08:30:D7:B0:B0,00:08:30:D7:BF:D1,D6:25:8B:F1:68:E6,00:08:30:D7:A5:90,00:08:30:D7:A5:91,00:08:30:D7:B0:B3,46:03:2C:D4:E4:A0,00:08:30:D7:A5:93,00:08:30:E5:39:72,00:08:30:D7:A5:92,00:08:30:D7:B0:B4,68:BC:0C:0A:F0:E0,5C:83:8F:77:6E:71,00:08:30:D7:A5:94,00:08:30:D7:B0:B1,68:BC:0C:0A:F0:E1,68:BC:0C:0A:F0:E2,68:BC:0C:0A:F0:E3,68:BC:0C:0A:F0:E4,00:08:30:E5:30:F2,00:08:30:E5:39:73,4C:AC:0A:0C:2E:41,00:08:30:D7:92:20,00:08:30:D7:92:22,00:08:30:D7:92:23,00:08:30:D7:92:24,00:08:30:D7:AC:E0,00:08:30:D7:AC:E3,88:25:93:5F:A7:32,8E:99:4B:00:B6:C8,B8:08:D7:E0:C7:A2,0C:4B:54:B5:EF:B6,24:F2:7F:C3:60:41,24:F2:7F:C3:60:44,3C:CE:73:70:EF:80,3C:CE:73:70:EF:84,BC:46:99:62:C6:23,68:BC:0C:07:03:92,68:BC:0C:0A:DD:A1,00:08:30:E5:9A:21,32:F7:72:53:5E:9A,8A:78:73:C3:D8:4F,00:08:30:E5:3D:D2,AE:ED:5C:A8:F3:45,00:08:30:E5:3D:D0,00:08:30:E5:9A:22,00:08:30:E5:02:B4,00:08:30:E5:02:B0,68:BC:0C:0A:B0:70,68:BC:0C:0A:B0:72,68:BC:0C:07:17:A2,68:BC:0C:0A:AF:20,68:BC:0C:0A:AF:24,00:08:30:E5:39:71,00:08:30:E5:39:74,00:08:30:D7:92:21,4C:AC:0A:0C:2F:95,5E:AC:0A:0C:2F:95,6E:AC:0A:0C:2F:95,24:F2:7F:C3:60:43,24:F2:7F:C3:5F:41,24:F2:7F:C3:5F:44,F0:B4:29:25:C5:7D,00:08:30:E5:39:70,20:DC:E6:B4:2C:DA,68:BC:0C:0A:AF:21,68:BC:0C:0A:AF:23,20:6B:E7:C4:DF:79,68:BC:0C:0A:AF:22,30:FC:68:BB:6E:ED,F4:83:CD:55:10:93,00:08:30:D7:AC:E4,00:0C:43:E1:76:28,00:23:89:D0:CB:40,68:BC:0C:07:09:E1,B4:0F:3B:C5:F3:31,00:08:30:D7:AC:E1,00:08:30:E5:2D:83,F0:B4:29:F1:98:2E,68:BC:0C:07:09:E0,68:BC:0C:07:09:E2,68:BC:0C:07:09:E3,68:BC:0C:07:09:E4,C4:CA:D9:6D:CC:F0,C4:CA:D9:6D:CC:F1,F2:B4:29:F0:98:2E,F8:D0:27:F3:EE:30,30:B4:9E:71:A6:1B,B8:62:1F:53:72:0D,00:08:30:E4:D2:F2,00:08:30:E4:D2:F4,00:08:30:E5:5D:C1,00:08:30:E5:5D:C4,8E:99:4B:00:B5:DC,00:08:30:E4:D2:F0,00:08:30:E4:D2:F3,30:FC:68:90:C5:D8,00:08:30:A7:85:90,00:08:30:A7:85:91,00:08:30:A7:85:93,00:08:30:E5:5D:C3,00:23:89:C4:EE:D0,00:26:99:74:5D:94,14:CC:20:53:97:DC,BC:46:99:34:A6:DA,BA:C1:11:7E:F7:21,20:6B:E7:4B:01:89,00:34:CB:54:CD:00,00:34:CB:68:D7:5F,38:22:D6:55:54:20,F4:83:CD:89:5E:4E,30:FC:68:8D:40:B6,00:08:30:E5:5D:C2,00:08:30:E4:D2:F1,00:08:30:E5:5D:C0,C4:04:15:88:5A:97
35,0,0,0,0,-59.8,0,0,-70.5,-69,-70.6,0,0,0,0,0,0,-72.3,-77,-88.5,0,0,0,0,-59.6,-58.35,-58.7,-59.85,-60.65,-64.95,-65,-64.5556,-64.3,-64.1,-64.25,0,0,0,0,-74.85,-70.75,0,-78.5,0,-61.1,-59.85,-58.85,0,0,-77.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71,0,0,0,0,0,0,0,0,0,-59.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65.25,-64.85,0,0,0,0,0,-65.35,-70.05,-69.45,0,0,0,-68.7778,0,0,0,0,0,0,-68.6,-65.05,0,-69.25,-66,0,0,-66.7,-76.5,0,0,-65.1,-64.95,0,0,0,0,-66.2,0,-71,-64.95,-63,0,-74,-66.55,0,-65.9,-65.45,-65.95,-66.45,-64.5,-71.9,-70.2,0,0,0,-87,0,0,-70.5,0,-71,0,-70.95,-66,-71,0,0,0,0,0,0,-72,-72,-71,0,0,0,0,0,0,-70,-76,-75.95,-76,-72.9,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,-61.5,-70.25,-71,-71.7,0,-70.25,0,0,0,0,0,0,-81.5,0,0,0,0,0,0,-57.75,-57.85,-58.2,-57.15,-57.05,-65.4,-66.05,-64.5,-63.6111,-66.9444,-63.7222,0,0,0,0,-77.7778,-70.75,0,0,0,-61.7,-61.55,-61.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-70,0,0,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,-59.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,-64.65,0,-77,0,0,0,-66.25,-66.2,-65.2778,-68.5,0,0,-66.2,-76.5,0,0,0,0,-68.5,-65.25,-64,0,-66.4,-60.2,0,-68.5,-62.2778,0,0,0,-62.5,-63.1,0,0,0,0,-59.55,-57.55,0,-63.2222,-64,0,-74.05,-61.1,0,-66.6,-66,-65.2,-66.55,-65,0,-72.4,0,0,0,-82.05,0,0,0,0,0,0,-70.8889,-66.6,-71.3125,0,-70,-70,0,0,0,-69.5,0,-72,0,0,0,0,0,0,0,0,0,0,0,0,-72,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,0,-61.6,-75.25,0,-72.375,0,-75.125,0,0,0,0,0,0,-77,0,0,0,0,0,0,-57.05,-57.5,-57.9,-57.25,-56.95,-64.8,-64.95,-65,-64.55,-65.4,-64.95,0,0,0,0,-78.55,-71.4,0,-84.5,0,-60.9,-60.4,-61.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-61.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-63.8,-63.25,0,0,0,0,0,-64.1,-65.9,-66.8,0,0,0,-67.55,0,0,0,0,0,0,-66.85,-60,0,0,-64.2,0,-69,-63.8,0,0,0,-60.05,-59.55,0,0,0,0,-62.4,-62.35,-71.6667,-59.1,-60.7,0,-73.95,-63.9,-70,-67.2,-66,-66.65,-66.65,-64.1,-74,0,0,0,0,-79.5,0,0,-68.05,-68.7222,0,0,-72.35,-67.65,-71.5,0,-70.6,-70.65,0,0,0,0,0,-70.4444,-75.1111,0,-70.7,-70.3,-68.7222,0,0,-71,-76,0,0,-77.6,0,-76,-72,-72,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,0,0,0,-59.5556,-76,-70.45,-74.45,-75.2,-75.9,0,0,0,0,0,0,-74,0,0,0,0,0,0,-59.8,-58.15,-59.9,-60.05,-59.7,-63.2,-63.6,-64.95,-63.6,-64.6,-64.4,0,0,0,0,-75.95,-72.05,0,0,0,-59.9444,-59.75,-60.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-76,0,0,0,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60.45,-61.55,0,0,0,0,0,-61.9,-68.85,-69.3,0,0,0,-69.1,0,0,0,0,0,0,-68.8,-58.05,0,-64.95,-67.0625,0,0,-65,0,0,0,-58.5,-57.55,0,0,0,0,0,0,0,-57.85,-58.55,0,-77.6111,-66.2,0,-68.05,-67.5,-66.6,-67.65,-62,0,0,0,0,0,-78.85,0,0,-70.4,-69.95,0,0,-72.55,-68,-72,0,-71,-71,0,0,0,0,0,-72.4,0,0,-71,-70.7,-69,0,0,-71.5,0,0,0,-73.3333,0,0,0,0,0,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0,0,0,-60.7,-71.05,-68.35,-73,-75,-66,0,0,0,0,0,0,-73,0,0,0,0,0,0,-62.05,-62.65,-62.3,-62,-62.6,-63.4,-64.7,-64.9,-64.65,-64.8,-64.5,0,0,0,0,-76.5,-69,0,0,0,-60.2,-60.25,-59.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-79,0,-76.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-62.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-63.1,-63.45,0,0,0,0,0,-62.2,-70.9375,-70,0,0,0,-69.5,0,0,0,0,0,-76.5,-69.75,-54.1,0,-67.4,-68.45,0,-76.5,-65.4,0,0,0,-56.05,-54.6,0,0,0,0,-68.15,-67.45,0,-54.85,-54.65,0,-78.6,-66.45,0,-67.25,-66.9,-66.05,-66.9,-62.85,0,0,0,0,0,-78.75,0,0,0,0,-73.2222,0,-71.3,-66.85,0,0,-70.1875,0,0,0,0,0,-71,0,0,0,0,-71,-69.45,0,0,-69.5,0,0,-70,-75,0,0,0,0,-76,0,-74.85,-69.3889,-71.7222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,0,0,0,-50.2,-70,0,-70.5,0,-71,0,0,0,0,0,0,-70.1,0,0,0,0,0,0,-64.8,-65.2,-65.85,-64.9,-64.35,-55.6,-58.9,-60.35,-60.05,-59.1,-60.55,0,0,0,0,-73.3,-65.25,0,-77,0,-50.2,-50.3,-50.15,0,0,0,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-72,0,0,0,0,-71.125,0,0,0,0,-50.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-54.7,-54.55,-71.875,-70.45,-71.25,0,0,-54.55,-71.8333,-71.2,0,0,0,0,-71,0,0,0,0,0,-71,-54.6,0,-71,0,0,0,0,0,0,0,-59.1,-59.25,0,0,0,0,0,0,0,-58.75,-56.6,0,-78.5,0,0,-65.25,-65,-65.5,-65.3,-54.25,0,0,0,0,0,-78.15,0,0,0,0,0,0,-69.95,-65.3,0,0,-70,0,0,0,0,0,0,0,0,0,0,0,0,-71,0,-64,-71,-71,-71,-73.7,-72,0,0,0,0,0,0,0,-70.375,-72.6,-72.125,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0,0,0,0,-52.15,-70.3,0,0,-70.95,0,0,0,0,0,0,0,-72,0,0,0,0,0,0,-65.4,-65.3,-65.55,-65.05,-65,-60.3,-63.25,-61.6,-62.85,-61.65,-63.1,0,0,0,0,-72.15,-67.25,0,0,0,-52.1,-52.1,-51.85,0,0,0,-78.05,0,0,0,0,0,0,0,-78.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-62.45,-62.2,0,-71.75,0,0,0,-62.95,-71.8,-71,0,0,0,-71,0,0,0,0,0,0,-71.3,-61.1,0,-71.15,0,0,0,0,0,0,0,-60.1,-60.55,0,0,0,0,0,-72,0,-60.3,-59.95,0,-78.5,-71,0,-65.95,-66.05,-67,-66.4,-61.85,0,0,0,0,0,-81.8333,0,0,0,-71,-72,0,-70.1,-66,-73.7778,0,-67.05,-64,0,0,0,0,0,0,0,0,0,0,0,-64.7,0,-67.8889,-70.8,0,-67.1667,-76.2,-72,0,0,-64.9,-69.5,0,0,-65.65,-70,-73,-72.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,0,0,0,-52.05,-67.1,-66.8,-67.2,-65,0,0,0,0,0,0,0,-85.5,0,0,0,0,0,0,-66.5,-66.05,-66.65,-66.05,-66.35,-58.3,-63.6,-62.45,-63.8,-64,-62.85,0,0,0,0,-76.05,-68.8,0,0,0,-52,-52,-52,0,-80.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-76,0,0,0,0,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-59.3,-59,0,-76,0,0,0,-57.5,0,-72,0,0,0,0,0,0,0,0,0,0,-75.1,-62.55,0,0,0,0,0,0,0,0,0,-61.9,-62.05,0,0,0,0,0,0,0,-61.9,-62.4,0,-83,0,0,-63.95,-65.55,-65.1,-65.8,-59.45,0,0,0,0,0,0,0,0,0,0,0,0,-70.85,-65.4,0,0,-66.15,-64.4,0,0,0,0,-76,0,0,0,-66,-65.45,-65,-66.05,-65.6,-69,-68.0556,-68.4444,-66.65,0,-66.5,0,-67,-67.25,-70,0,-68.125,-66.3,-70,-70.3,-70.2,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,0,0,0,-53,-66.8,-70,-68.5,0,-66.75,0,0,0,0,0,0,-79,0,0,0,0,0,0,-68.3,-67.1,-68,-67.2,-67.65,-56,-55.2,-56.3,-55.55,-59.05,-56.45,0,0,0,0,0,-71.9,0,-78.7,0,-53.3,-52.65,-52.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-53.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55.35,-55.6,0,0,0,0,0,-56.6,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,0,0,0,0,0,0,0,0,-62.6,-64.35,0,0,0,0,0,0,0,-65.8,-63.3,0,0,0,0,-58.55,-59.5,-59.1,-58.15,-57.6,0,0,0,0,0,-88.5,0,0,0,0,0,0,-67.45,-60.4,0,0,-66.35,-65.6,0,0,0,0,0,0,-71.85,0,-66.6,-63.3333,-65.25,-64.85,-64.2,-71.625,-67.6,-65.3,-65.75,-74.9,0,-75.7778,-67.4,-66.3,-69.8,0,-67.75,-65.35,-70.45,-70,0,-70,-72,-76,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0,0,0,0,-52,-68,0,-75.4,-72,-72,0,0,0,0,0,0,-82.5,-87,0,0,0,0,0,-63,-63.35,-62.35,-63.4,-63.1,-52.15,-56.4,-56.4,-58.5,-57.55,-59.2,0,0,0,0,-80.75,-74,0,0,0,-52,-52,-52,0,0,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52.05,-52.45,0,0,0,0,0,-52.2,0,0,0,0,0,0,0,0,0,0,0,0,-72.4,-68.45,0,-72,-70,0,0,-71,0,0,0,-65.85,-68.15,0,0,0,0,0,0,0,-67.65,-66.15,0,0,0,0,-59.95,-60.2,-60.7,-60.45,-53.05,0,0,0,0,0,-88.5,0,0,-71,-70,0,0,-64.2,-59.4,0,0,-65.8,-65.95,0,0,0,0,0,-70,0,0,-66.5,-65.05,-66.1,-65.85,-65.2,-76.3,0,-67.85,-65.35,-73.4,-69.75,-75.9,-69.85,-65.95,-69.1875,0,-68,-66,-70.5,-70.8,0,-70.6,0,0,0,-71,-70.45,-71,-71,-76,-76.5,-87,-78,-88.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,0,0,-68,-53.65,-69.25,-66,-70.6667,-73.35,-66.1875,0,0,0,0,0,0,-78.3889,0,0,0,0,0,0,-63.75,-64.15,-63.2,-63.55,-63.75,-64.65,-59.8,-60,-60,-60.5,-58.65,0,0,0,0,-78.75,-72.3,0,-82.05,-66,-54.3,-53.55,-54.25,0,0,-78,-87,0,0,0,0,0,0,-67.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-79,0,0,0,0,0,0,0,-54.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-63.8,-63.8,0,0,0,0,0,-63.4,0,-70.7,0,0,0,-70.5,0,0,0,0,0,0,-71,-67.2,0,-71,0,0,0,0,0,0,0,-67.95,-67.25,0,0,0,0,0,0,0,-67,-67.65,0,-88.5,0,0,-65.5,-64.4,-64.45,-64.1,-62.7,0,0,0,0,0,-78.75,0,0,0,0,-76,0,-71.3,-66.05,0,0,-70.5,0,0,0,0,0,0,0,-78,0,0,-72,0,-70,0,-76.4,0,0,-69.55,-73.9,0,0,0,-70.45,0,0,0,-69.5,-76,0,-71,0,-68,0,0,0,0,0,0,0,0,-78.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0,0,0,-59.65,-65.25,-65.35,-66.2,-67.15,-65.25,0,0,0,0,0,0,-84.5,-78.1,0,0,0,0,0,-64,-63.2,-64,-63.3,-63.95,-64.2,-59.8,-60.35,-59.55,-56.85,-58.55,0,0,0,0,-79.55,-73.2,0,-76.05,0,-58.95,-60.45,-59.7,0,-86.6,-78.45,0,0,0,0,0,0,0,-69.1,0,0,0,0,0,0,0,0,0,0,-88.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-59.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64.1,-64.05,0,0,0,0,0,-64.05,-67.65,-70.35,0,0,0,0,0,0,0,0,0,0,-70.4,-66.5,0,-70,-76,0,0,-72,0,0,-74.8,-66.4,-66.2,0,0,0,0,-72,0,0,-66,-66.7,0,-79.6,-71.15,0,-66.9,-67.2,-66.3,-67.1,-63.6,0,0,0,0,0,-79,0,0,0,0,0,0,-73.25,-66.2,0,-78.5,-71.3,-71,0,0,0,0,0,0,0,0,-70.75,0,-75.75,0,-71.85,-76.5,0,0,-70.9,-76,0,0,0,0,0,0,0,-71,0,0,0,0,-71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
